ensembl_id	gene_name	uniprot_id
ENSG00000187240	DYNC2H1	A0A3B3ISP9
ENSG00000248483	POU5F2	Q8N7G0
ENSG00000073331	ALPK1	Q96QP1
ENSG00000073331	ALPK1	D6RB29
ENSG00000073331	ALPK1	B3KUH8
ENSG00000073331	ALPK1	B4E0R2
ENSG00000175745	NR2F1	F1DAL7
ENSG00000175745	NR2F1	P10589
ENSG00000175745	NR2F1	F1DAL9
ENSG00000167371	PRRT2	A0A1B0GUR0
ENSG00000167371	PRRT2	A0A1B0GTR2
ENSG00000167371	PRRT2	A0A1B0GTE9
ENSG00000167371	PRRT2	Q7Z6L0
ENSG00000167371	PRRT2	A0A1B0GUW9
ENSG00000167371	PRRT2	A0A1B0GTS0
ENSG00000167371	PRRT2	H3BN10
ENSG00000167371	PRRT2	A0A1B0GU25
ENSG00000167371	PRRT2	A0A1B0GTP1
ENSG00000167371	PRRT2	A0A1B0GU37
ENSG00000136261	BZW2	Q75MG1
ENSG00000136261	BZW2	Q9Y6E2
ENSG00000136261	BZW2	E7EMS9
ENSG00000136261	BZW2	E7ETZ4
ENSG00000136261	BZW2	B5MCH7
ENSG00000136261	BZW2	C9JF98
ENSG00000136261	BZW2	F8WDX8
ENSG00000136261	BZW2	B5MCE7
ENSG00000136261	BZW2	E9PFE3
ENSG00000136261	BZW2	A0A024RA42
ENSG00000171960	PPIH	A0A7I2V2H6
ENSG00000171960	PPIH	H0YEL5
ENSG00000171960	PPIH	A0A7I2V5V0
ENSG00000171960	PPIH	O43447
ENSG00000171960	PPIH	Q6FH36
ENSG00000171960	PPIH	A0A7I2V343
ENSG00000171960	PPIH	C9JQD4
ENSG00000171595	DNAI2	J3KT23
ENSG00000171595	DNAI2	Q9GZS0
ENSG00000171595	DNAI2	J3QRG2
ENSG00000285978		
ENSG00000169131	ZNF354A	E5RGC2
ENSG00000169131	ZNF354A	E5RHT5
ENSG00000169131	ZNF354A	O60765
ENSG00000169131	ZNF354A	V9HWI2
ENSG00000280893		
ENSG00000280789	PAGR1	Q9BTK6
ENSG00000281348		
ENSG00000013364	MVP	H3BPZ2
ENSG00000013364	MVP	H3BNF2
ENSG00000013364	MVP	H3BQK6
ENSG00000013364	MVP	Q14764
ENSG00000013364	MVP	H3BNF6
ENSG00000013364	MVP	H3BUK7
ENSG00000013364	MVP	H3BRL2
ENSG00000013364	MVP	H3BP76
ENSG00000013364	MVP	H3BQE7
ENSG00000013364	MVP	H3BUP3
ENSG00000013364	MVP	X5D2M8
ENSG00000124762	CDKN1A	A0A024RCX5
ENSG00000124762	CDKN1A	P38936
ENSG00000178338	ZNF354B	Q96LW1
ENSG00000178338	ZNF354B	E5RH89
ENSG00000196169	KIF19	Q2TAC6
ENSG00000196169	KIF19	F8VW50
ENSG00000255587	RAB44	Q7Z6P3
ENSG00000285891	MSANTD5	A0A3B3IT52
ENSG00000242110	AMACR	Q9UHK6
ENSG00000242110	AMACR	D6RB81
ENSG00000137168	PPIL1	A0A024RCX8
ENSG00000137168	PPIL1	Q9Y3C6
ENSG00000198663	C6orf89	Q6UWU4
ENSG00000198663	C6orf89	A0A024RCY0
ENSG00000109189	USP46	H7BZK6
ENSG00000109189	USP46	P62068
ENSG00000109189	USP46	D6R9Z4
ENSG00000136243	NUP42	F8WC66
ENSG00000136243	NUP42	O15504
ENSG00000136243	NUP42	C9JYA1
ENSG00000136243	NUP42	B4DT96
ENSG00000079616	KIF22	H3BQB9
ENSG00000079616	KIF22	Q14807
ENSG00000079616	KIF22	A0A024R632
ENSG00000186897	C1QL4	A0A3B0INP7
ENSG00000186897	C1QL4	Q86Z23
ENSG00000178401	DNAJC22	Q8N4W6
ENSG00000178401	DNAJC22	A0A024R0Z2
ENSG00000204347	BTBD17	A6NE02
ENSG00000289791		V9GZ45
ENSG00000289791		V9GYU9
ENSG00000289791		V9GYP4
ENSG00000151176	PLBD2	Q8NHP8
ENSG00000151176	PLBD2	H0YIX0
ENSG00000164530	PI16	Q6UXB8
ENSG00000170088	TMEM192	Q8IY95
ENSG00000170088	TMEM192	D6RAZ6
ENSG00000108679	LGALS3BP	K7ES75
ENSG00000108679	LGALS3BP	Q08380
ENSG00000108679	LGALS3BP	K7EP36
ENSG00000108679	LGALS3BP	K7ERZ6
ENSG00000108679	LGALS3BP	K7EKQ5
ENSG00000108679	LGALS3BP	K7ELA1
ENSG00000108679	LGALS3BP	K7EJY8
ENSG00000108679	LGALS3BP	K7EM15
ENSG00000108679	LGALS3BP	K7EQT9
ENSG00000108679	LGALS3BP	K7ESM3
ENSG00000108679	LGALS3BP	K7EN99
ENSG00000108679	LGALS3BP	A0A0S2Z3Y1
ENSG00000108679	LGALS3BP	K7EJD3
ENSG00000108679	LGALS3BP	K7ER67
ENSG00000197043	ANXA6	P08133
ENSG00000197043	ANXA6	E5RK69
ENSG00000197043	ANXA6	E5RI05
ENSG00000197043	ANXA6	E7EMC6
ENSG00000197043	ANXA6	E5RK63
ENSG00000197043	ANXA6	E5RIU8
ENSG00000197043	ANXA6	E5RJF5
ENSG00000197043	ANXA6	E5RJR0
ENSG00000197043	ANXA6	E5RFF0
ENSG00000197043	ANXA6	A0A0S2Z377
ENSG00000197043	ANXA6	A0A0S2Z2Z6
ENSG00000065978	YBX1	C9J5V9
ENSG00000065978	YBX1	P67809
ENSG00000137409	MTCH1	A0A024RCX4
ENSG00000137409	MTCH1	Q9NZJ7
ENSG00000137409	MTCH1	A0A024RD08
ENSG00000272297		
ENSG00000105778	AVL9	Q8NBF6
ENSG00000105778	AVL9	H7C0I1
ENSG00000105778	AVL9	B8ZZW5
ENSG00000105778	AVL9	A0A024RA36
ENSG00000135094	SDS	P20132
ENSG00000135094	SDS	F8VXS0
ENSG00000135094	SDS	F8VW93
ENSG00000083857	FAT1	D6RHE6
ENSG00000083857	FAT1	H0Y8F5
ENSG00000083857	FAT1	Q14517
ENSG00000083857	FAT1	D6RCE4
ENSG00000134321	RSAD2	Q8WXG1
ENSG00000134321	RSAD2	A0A7P0T918
ENSG00000134321	RSAD2	A0A7P0Z4E2
ENSG00000134321	RSAD2	C9J674
ENSG00000134321	RSAD2	A0A7P0TA11
ENSG00000139410	SDSL	F8VZ97
ENSG00000139410	SDSL	Q96GA7
ENSG00000139410	SDSL	H0YIA2
ENSG00000139410	SDSL	F8VYZ3
ENSG00000139410	SDSL	A0A024RBL2
ENSG00000151692	RNF144A	C9JLH4
ENSG00000151692	RNF144A	P50876
ENSG00000106003	LFNG	Q8NES3
ENSG00000164007	CLDN19	Q8N6F1
ENSG00000151552	QDPR	P09417
ENSG00000151552	QDPR	D6RGG7
ENSG00000151552	QDPR	D6RHJ7
ENSG00000151552	QDPR	B7Z415
ENSG00000162929	SANBR	Q6NSI8
ENSG00000162929	SANBR	F8VWD7
ENSG00000117385	P3H1	E2QRI1
ENSG00000117385	P3H1	Q32P28
ENSG00000089116	LHX5	Q9H2C1
ENSG00000075975	MKRN2	A0A7I2V388
ENSG00000075975	MKRN2	Q9H000
ENSG00000075975	MKRN2	A0A7I2YQI0
ENSG00000075975	MKRN2	A0A7I2V422
ENSG00000075975	MKRN2	A0A7I2V5D2
ENSG00000075975	MKRN2	C9J494
ENSG00000075975	MKRN2	A0A7I2V4L9
ENSG00000138834	MAPK8IP3	Q9UPT6
ENSG00000138834	MAPK8IP3	A0A669KB35
ENSG00000138834	MAPK8IP3	A0A087WYG2
ENSG00000138834	MAPK8IP3	E9PFH7
ENSG00000172667	ZMAT3	Q9HA38
ENSG00000172667	ZMAT3	C9J8H5
ENSG00000172667	ZMAT3	A0A494C120
ENSG00000089060	SLC8B1	F8VWW9
ENSG00000089060	SLC8B1	Q6J4K2
ENSG00000089060	SLC8B1	F8VR99
ENSG00000089060	SLC8B1	A0A0B4J252
ENSG00000089060	SLC8B1	F8VTU4
ENSG00000089060	SLC8B1	F8VW44
ENSG00000089060	SLC8B1	F8W134
ENSG00000171302	CANT1	Q8WVQ1
ENSG00000171302	CANT1	K7EKW6
ENSG00000171302	CANT1	K7EN15
ENSG00000171302	CANT1	K7EKT2
ENSG00000171302	CANT1	K7EQT4
ENSG00000171302	CANT1	K7EMT2
ENSG00000171302	CANT1	A0A024R8U8
ENSG00000171302	CANT1	K7EIP9
ENSG00000249581	CLRN2	A0PK11
ENSG00000122515	ZMIZ2	Q8NF64
ENSG00000122515	ZMIZ2	C9JDA5
ENSG00000122515	ZMIZ2	E7EWM3
ENSG00000122515	ZMIZ2	F8WC48
ENSG00000002549	LAP3	H0Y9Q1
ENSG00000002549	LAP3	P28838
ENSG00000166278	C2	C9JYQ5
ENSG00000166278	C2	P06681
ENSG00000166278	C2	Q8N6L6
ENSG00000166278	C2	B4DQI1
ENSG00000166278	C2	F8WCJ9
ENSG00000166278	C2	A0A0G2JJM0
ENSG00000166278	C2	A0A0G2JL69
ENSG00000166278	C2	A0A0G2JIE7
ENSG00000166278	C2	A2ABG0
ENSG00000166278	C2	A0A0G2JJ82
ENSG00000166278	C2	Q5ST52
ENSG00000166278	C2	F2Z306
ENSG00000166278	C2	A0A0G2JK28
ENSG00000166278	C2	Q5JP69
ENSG00000121879	PIK3CA	C9J951
ENSG00000121879	PIK3CA	A0A2R8Y2F6
ENSG00000121879	PIK3CA	P42336
ENSG00000121879	PIK3CA	C9JAM9
ENSG00000121879	PIK3CA	A0A6Q8PGN9
ENSG00000121879	PIK3CA	A0A6Q8PGV1
ENSG00000173918	C1QTNF1	Q9BXJ1
ENSG00000173918	C1QTNF1	A0A0C4DFP7
ENSG00000130997	POLN	Q7Z5Q5
ENSG00000167280	ENGASE	Q8NFI3
ENSG00000167280	ENGASE	J3QLG5
ENSG00000001460	STPG1	Q5TH74
ENSG00000001460	STPG1	Q5TH77
ENSG00000174358	SLC6A19	Q695T7
ENSG00000174358	SLC6A19	E9PD72
ENSG00000214367	HAUS3	A0A5F9ZHQ7
ENSG00000214367	HAUS3	Q68CZ6
ENSG00000214367	HAUS3	D6R993
ENSG00000174915	PTDSS2	Q9BVG9
ENSG00000174915	PTDSS2	E9PLE4
ENSG00000174915	PTDSS2	E9PS47
ENSG00000174915	PTDSS2	A0A024RC97
ENSG00000111540	RAB5B	P61020
ENSG00000111540	RAB5B	F8VUA5
ENSG00000111540	RAB5B	A0A024RB09
ENSG00000111540	RAB5B	F8VVZ0
ENSG00000111540	RAB5B	F8VWZ7
ENSG00000111540	RAB5B	F8VPW9
ENSG00000167281	RBFOX3	J3QRF4
ENSG00000167281	RBFOX3	K7EQK7
ENSG00000167281	RBFOX3	A0A3B3ITL7
ENSG00000167281	RBFOX3	A6NFN3
ENSG00000167281	RBFOX3	J3QQZ2
ENSG00000164363	SLC6A18	Q96N87
ENSG00000123933	MXD4	Q14582
ENSG00000241553	ARPC4	P59998
ENSG00000241553	ARPC4	F8WDD7
ENSG00000241553	ARPC4	F8WDW3
ENSG00000241553	ARPC4	R4GN08
ENSG00000164362	TERT	O14746
ENSG00000164362	TERT	A0A590UK92
ENSG00000123609	NMI	Q13287
ENSG00000123609	NMI	C9JW17
ENSG00000149089	APIP	S4R3D6
ENSG00000149089	APIP	Q96GX9
ENSG00000160868	CYP3A4	C9JBD2
ENSG00000160868	CYP3A4	P08684
ENSG00000160868	CYP3A4	A0A499FJM4
ENSG00000160868	CYP3A4	E7EVM8
ENSG00000160868	CYP3A4	A0A494C0W7
ENSG00000160868	CYP3A4	Q6GRK0
ENSG00000001461	NIPAL3	Q6P499
ENSG00000001461	NIPAL3	A6NN97
ENSG00000159733	ZFYVE28	Q9HCC9
ENSG00000159733	ZFYVE28	D6RID3
ENSG00000159733	ZFYVE28	Q49AA1
ENSG00000139531	SUOX	A0A024RB79
ENSG00000139531	SUOX	F8VPA2
ENSG00000139531	SUOX	F8VX56
ENSG00000139531	SUOX	P51687
ENSG00000139531	SUOX	F8VVW9
ENSG00000139531	SUOX	F8VRK9
ENSG00000123610	TNFAIP6	P98066
ENSG00000182156	ENPP7	I3L3G5
ENSG00000080345	RIF1	Q5UIP0
ENSG00000163964	PIGX	Q8TBF5
ENSG00000163964	PIGX	C9JFU3
ENSG00000163964	PIGX	F8WEJ3
ENSG00000163964	PIGX	H7C081
ENSG00000163964	PIGX	C9JLT7
ENSG00000163964	PIGX	C9JF71
ENSG00000163964	PIGX	H7C0F2
ENSG00000173894	CBX2	Q14781
ENSG00000110435	PDHX	O00330
ENSG00000110435	PDHX	E9PLU0
ENSG00000110435	PDHX	E9PRI6
ENSG00000103196	CRISPLD2	H3BTI0
ENSG00000103196	CRISPLD2	H3BTP0
ENSG00000103196	CRISPLD2	Q9H0B8
ENSG00000103196	CRISPLD2	H3BSZ9
ENSG00000133026	MYH10	P35580
ENSG00000228300	FAM174C	D6W5Y7
ENSG00000228300	FAM174C	Q9BVV8
ENSG00000117602	RCAN3	A0A024RAH2
ENSG00000117602	RCAN3	Q9UKA8
ENSG00000105610	KLF1	Q13351
ENSG00000197763	TXNRD3	Q86VQ6
ENSG00000008441	NFIX	K7EJB0
ENSG00000008441	NFIX	B4DHW2
ENSG00000008441	NFIX	Q14938
ENSG00000008441	NFIX	K7EKH0
ENSG00000008441	NFIX	K7ESG9
ENSG00000008441	NFIX	K7EMQ5
ENSG00000008441	NFIX	K7EN08
ENSG00000008441	NFIX	K7EPU2
ENSG00000008441	NFIX	C9JWJ8
ENSG00000049656	CLPTM1L	Q96KA5
ENSG00000049656	CLPTM1L	G5E9Z2
ENSG00000206113	CFAP99	A0A499FIZ3
ENSG00000206113	CFAP99	A0A0U1RQC7
ENSG00000106638	TBL2	F8WCR3
ENSG00000106638	TBL2	F8WB62
ENSG00000106638	TBL2	A0A087WXC6
ENSG00000106638	TBL2	Q9Y4P3
ENSG00000106638	TBL2	F8WCC7
ENSG00000106638	TBL2	E9PF19
ENSG00000106638	TBL2	F8WBD9
ENSG00000106638	TBL2	F8WBP2
ENSG00000106638	TBL2	F8WDI9
ENSG00000106638	TBL2	F8WEC3
ENSG00000106638	TBL2	F2Z3G3
ENSG00000123411	IKZF4	F8VPL6
ENSG00000123411	IKZF4	Q9H2S9
ENSG00000123411	IKZF4	F8VW19
ENSG00000152208	GRID2	A0A087X043
ENSG00000152208	GRID2	D6R976
ENSG00000152208	GRID2	D6R9W8
ENSG00000152208	GRID2	O43424
ENSG00000019505	SYT13	Q7L8C5
ENSG00000184454	NCMAP	Q5T1S8
ENSG00000177606	JUN	P05412
ENSG00000153786	ZDHHC7	H3BNQ9
ENSG00000153786	ZDHHC7	Q9NXF8
ENSG00000153786	ZDHHC7	H3BMI0
ENSG00000177595	PIDD1	Q9HB75
ENSG00000177595	PIDD1	E9PPT6
ENSG00000179097	HTR1F	P30939
ENSG00000116539	ASH1L	Q9NR48
ENSG00000116539	ASH1L	A0A7I2YQU9
ENSG00000116539	ASH1L	F8VWK7
ENSG00000116539	ASH1L	A0A7I2V4K0
ENSG00000116539	ASH1L	A0A7I2V542
ENSG00000116539	ASH1L	A0A7I2V3D6
ENSG00000116539	ASH1L	A0A7I2V316
ENSG00000116539	ASH1L	A0A7I2V4H9
ENSG00000114779	ABHD14B	B4DQI4
ENSG00000114779	ABHD14B	Q96IU4
ENSG00000114779	ABHD14B	V9HW87
ENSG00000114779	ABHD14B	F8W9U3
ENSG00000197728	RPS26	P62854
ENSG00000197728	RPS26	A0A024RB14
ENSG00000172238	ATOH1	Q92858
ENSG00000153789	CIBAR2	A0A1X7SC74
ENSG00000153789	CIBAR2	Q6ZTR7
ENSG00000163104	SMARCAD1	Q9H4L7
ENSG00000163104	SMARCAD1	D6RAY8
ENSG00000163104	SMARCAD1	F8W9M2
ENSG00000257411		
ENSG00000170515	PA2G4	Q9UQ80
ENSG00000170515	PA2G4	F8W0A3
ENSG00000170515	PA2G4	F8VR77
ENSG00000170515	PA2G4	F8VZ69
ENSG00000170515	PA2G4	A0A024RB85
ENSG00000239732	TLR9	Q9NR96
ENSG00000152926	ZNF117	Q03924
ENSG00000016864	GLT8D1	C9JY96
ENSG00000016864	GLT8D1	C9J6X9
ENSG00000016864	GLT8D1	H7C4V6
ENSG00000016864	GLT8D1	C9J880
ENSG00000016864	GLT8D1	A1LQI8
ENSG00000016864	GLT8D1	Q68CQ7
ENSG00000016864	GLT8D1	C9JNB0
ENSG00000016864	GLT8D1	C9JPK4
ENSG00000135709	KIAA0513	O60268
ENSG00000135709	KIAA0513	H3BNA7
ENSG00000091140	DLD	F2Z2E3
ENSG00000091140	DLD	P09622
ENSG00000091140	DLD	E9PEX6
ENSG00000091140	DLD	F8WDY5
ENSG00000091140	DLD	F8WDM5
ENSG00000091140	DLD	A0A024R713
ENSG00000140743	CDR2	Q01850
ENSG00000140743	CDR2	H3BQS4
ENSG00000140743	CDR2	H3BTR1
ENSG00000140743	CDR2	H3BU23
ENSG00000140743	CDR2	H3BN65
ENSG00000142319	SLC6A3	Q01959
ENSG00000183715	OPCML	Q14982
ENSG00000183715	OPCML	A8K0Y0
ENSG00000229117	RPL41	P62945
ENSG00000196172	ZNF681	E9PSC0
ENSG00000196172	ZNF681	Q96N22
ENSG00000196172	ZNF681	E9PJB6
ENSG00000196678	ERI2	H3BN77
ENSG00000196678	ERI2	A8K979
ENSG00000139641	ESYT1	F8VZB1
ENSG00000139641	ESYT1	Q9BSJ8
ENSG00000139641	ESYT1	A0A024RB17
ENSG00000139641	ESYT1	A0A024RB16
ENSG00000153395	LPCAT1	Q8NF37
ENSG00000153395	LPCAT1	A0A0G2JRI7
ENSG00000153395	LPCAT1	A0A0G2JQ62
ENSG00000011590	ZBTB32	K7EMJ1
ENSG00000011590	ZBTB32	A0A0C4DGF1
ENSG00000011590	ZBTB32	Q9Y2Y4
ENSG00000198300	PEG3	M0QXG1
ENSG00000198300	PEG3	A0A3B3ISL2
ENSG00000198300	PEG3	A0A3B3ITJ6
ENSG00000198300	PEG3	Q9GZU2
ENSG00000198300	PEG3	A0A3B3IRU6
ENSG00000162923	WDR26	A0A499FIZ0
ENSG00000162923	WDR26	Q9H7D7
ENSG00000162923	WDR26	H0Y917
ENSG00000162923	WDR26	C9JCS7
ENSG00000162923	WDR26	A0A7I2YQQ9
ENSG00000162923	WDR26	A0A7I2V3I7
ENSG00000166436	TRIM66	A0A2R8YE93
ENSG00000166436	TRIM66	A0A2R8YEA1
ENSG00000163106	HPGDS	O60760
ENSG00000172058	SERF1A	O75920
ENSG00000172058	SERF1A	E5RIQ9
ENSG00000172058	SERF1A	D6RC90
ENSG00000172058	SERF1A	D6RC42
ENSG00000172058	SERF1A	E5RHJ0
ENSG00000172058	SERF1A	D6RCL9
ENSG00000188215	DCUN1D3	Q8IWE4
ENSG00000102897	LYRM1	O43325
ENSG00000102897	LYRM1	H3BNA8
ENSG00000102897	LYRM1	H3BNK2
ENSG00000102897	LYRM1	A0A024R3C2
ENSG00000186318	BACE1	B7Z3Z4
ENSG00000186318	BACE1	A0A024R3D7
ENSG00000186318	BACE1	U3KPS1
ENSG00000186318	BACE1	A0A024R3E8
ENSG00000186318	BACE1	P56817
ENSG00000186318	BACE1	E9PJG7
ENSG00000186318	BACE1	A0A7P0T924
ENSG00000186318	BACE1	A0A7P0TAB4
ENSG00000186318	BACE1	Q76KP0
ENSG00000186318	BACE1	A0A024R3D5
ENSG00000186318	BACE1	A0A024R3F9
ENSG00000109132	PHOX2B	Q99453
ENSG00000197872	CYRIA	Q9H0Q0
ENSG00000197872	CYRIA	C9JPE5
ENSG00000197872	CYRIA	C9IYV6
ENSG00000172062	SMN1	Q16637
ENSG00000172062	SMN1	B4DP61
ENSG00000172062	SMN1	H0YBZ9
ENSG00000172062	SMN1	E7EQZ4
ENSG00000289491		C0HLU2
ENSG00000080603	SRCAP	Q6ZRS2
ENSG00000080603	SRCAP	C9J4U4
ENSG00000080603	SRCAP	A0A0A0MS59
ENSG00000163918	RFC4	C9J8M3
ENSG00000163918	RFC4	C9JXZ7
ENSG00000163918	RFC4	C9JW34
ENSG00000163918	RFC4	P35249
ENSG00000163918	RFC4	C9JGY5
ENSG00000163918	RFC4	H7C1P0
ENSG00000163918	RFC4	C9JZI1
ENSG00000163918	RFC4	F8WE44
ENSG00000164744	SUN3	Q8TAQ9
ENSG00000164744	SUN3	F8WDT4
ENSG00000164744	SUN3	H7C2N0
ENSG00000137193	PIM1	P11309
ENSG00000137193	PIM1	A0A024RD25
ENSG00000109133	TMEM33	P57088
ENSG00000109133	TMEM33	J3KN43
ENSG00000109133	TMEM33	D6RBY2
ENSG00000109133	TMEM33	D6RAA6
ENSG00000109133	TMEM33	A0A024R9W7
ENSG00000172738	TMEM217	Q8N7C4
ENSG00000172738	TMEM217	A0A494C1J7
ENSG00000172738	TMEM217	A0A494C0S4
ENSG00000172738	TMEM217	A0A494BZZ0
ENSG00000172738	TMEM217	A0A494C140
ENSG00000172738	TMEM217	A0A494C081
ENSG00000135482	ZC3H10	Q96K80
ENSG00000135482	ZC3H10	F8VYY3
ENSG00000135482	ZC3H10	F8VQT2
ENSG00000135482	ZC3H10	F8VSG0
ENSG00000196843	ARID5A	A0A669KBH0
ENSG00000196843	ARID5A	Q03989
ENSG00000196843	ARID5A	F6Q9D3
ENSG00000282034		
ENSG00000180044	C3orf80	F5H4A9
ENSG00000232382	OR5K1	Q8NHB7
ENSG00000232382	OR5K1	A0A126GWC1
ENSG00000092841	MYL6	F8W1R7
ENSG00000092841	MYL6	F8VZU9
ENSG00000092841	MYL6	P60660
ENSG00000092841	MYL6	F8VXL3
ENSG00000092841	MYL6	F8VPF3
ENSG00000092841	MYL6	J3KND3
ENSG00000092841	MYL6	G8JLA2
ENSG00000092841	MYL6	F8W180
ENSG00000092841	MYL6	G3V1V0
ENSG00000092841	MYL6	B7Z6Z4
ENSG00000092841	MYL6	G3V1Y7
ENSG00000114026	OGG1	E5KPM8
ENSG00000114026	OGG1	E5KPN0
ENSG00000114026	OGG1	O15527
ENSG00000114026	OGG1	F8WCZ9
ENSG00000114026	OGG1	E5KPM9
ENSG00000114026	OGG1	E5KPN1
ENSG00000114026	OGG1	E5KPM7
ENSG00000114026	OGG1	E5KPM6
ENSG00000114026	OGG1	E5KPM5
ENSG00000112182	BACH2	Q9BYV9
ENSG00000084652	TXLNA	P40222
ENSG00000253276	CCDC71L	Q8N9Z2
ENSG00000174428	GTF2IRD2B	A0A494C1N8
ENSG00000174428	GTF2IRD2B	A0A087WW90
ENSG00000174428	GTF2IRD2B	Q6EKJ0
ENSG00000114982	KANSL3	Q9P2N6
ENSG00000114982	KANSL3	F8WD76
ENSG00000114982	KANSL3	C9J491
ENSG00000114982	KANSL3	F8WB58
ENSG00000114982	KANSL3	A0A075B6P7
ENSG00000114982	KANSL3	C9JF16
ENSG00000114982	KANSL3	A0A590UJ53
ENSG00000114982	KANSL3	C9J5A4
ENSG00000114982	KANSL3	F8WEN2
ENSG00000114982	KANSL3	M0R3B6
ENSG00000005513	SOX8	P57073
ENSG00000162078	ZG16B	G8H6I3
ENSG00000162078	ZG16B	Q96DA0
ENSG00000162078	ZG16B	A0A0C4DGN4
ENSG00000182308	DCAF4L1	Q3SXM0
ENSG00000289281		
ENSG00000132600	PRMT7	Q9NVM4
ENSG00000132600	PRMT7	H3BNC0
ENSG00000132600	PRMT7	A0A024R726
ENSG00000132600	PRMT7	H3BPZ8
ENSG00000132600	PRMT7	A0A6Q8PFP4
ENSG00000132600	PRMT7	H3BSS9
ENSG00000160051	IQCC	Q4KMZ1
ENSG00000014824	SLC30A9	A0A0S2Z514
ENSG00000014824	SLC30A9	D6R9M6
ENSG00000014824	SLC30A9	Q6PML9
ENSG00000124496	TRERF1	Q05GC8
ENSG00000124496	TRERF1	Q96PN7
ENSG00000249437	NAIP	Q13075
ENSG00000249437	NAIP	E7EQW0
ENSG00000249437	NAIP	A0A0G2JQE0
ENSG00000249437	NAIP	A0A0G2JNC7
ENSG00000249437	NAIP	A0A0G2JS53
ENSG00000249437	NAIP	B7ZLE8
ENSG00000249437	NAIP	E5RJA3
ENSG00000183615	FAM167B	Q9BTA0
ENSG00000170852	KBTBD2	Q8IY47
ENSG00000170852	KBTBD2	C9JI11
ENSG00000170852	KBTBD2	C9JZ29
ENSG00000170852	KBTBD2	A0A024RA38
ENSG00000116478	HDAC1	Q6IT96
ENSG00000116478	HDAC1	Q13547
ENSG00000116478	HDAC1	Q5TEE2
ENSG00000146530	VWDE	E5RG96
ENSG00000146530	VWDE	Q8N2E2
ENSG00000146530	VWDE	J3KQJ9
ENSG00000146530	VWDE	A0A2R8YEP3
ENSG00000146530	VWDE	A0A0C4DH13
ENSG00000112299	VNN1	O95497
ENSG00000126861	OMG	P23515
ENSG00000112303	VNN2	E9PLK5
ENSG00000112303	VNN2	J3KQQ7
ENSG00000112303	VNN2	O95498
ENSG00000112303	VNN2	E9PK31
ENSG00000112303	VNN2	E9PL76
ENSG00000112303	VNN2	J3QT03
ENSG00000112303	VNN2	J3KQ55
ENSG00000112303	VNN2	E9PQ75
ENSG00000112303	VNN2	E9PRD9
ENSG00000112303	VNN2	B4DQB2
ENSG00000269699	ZIM2	M0R155
ENSG00000269699	ZIM2	A0A3B3ITH6
ENSG00000269699	ZIM2	Q9NZV7
ENSG00000269699	ZIM2	M0QXH8
ENSG00000269699	ZIM2	M0QXI3
ENSG00000185862	EVI2B	P34910
ENSG00000175130	MARCKSL1	P49006
ENSG00000265118		
ENSG00000162526	TSSK3	Q96PN8
ENSG00000162526	TSSK3	I3L1X4
ENSG00000126860	EVI2A	P22794
ENSG00000168679	SLC16A4	O15374
ENSG00000168679	SLC16A4	E9PRV1
ENSG00000168679	SLC16A4	H0YEG4
ENSG00000168679	SLC16A4	E9PKZ1
ENSG00000105953	OGDH	Q02218
ENSG00000105953	OGDH	E9PCR7
ENSG00000105953	OGDH	E9PDF2
ENSG00000105953	OGDH	E9PFG7
ENSG00000105953	OGDH	C9J4G7
ENSG00000131242	RAB11FIP4	K7EL58
ENSG00000131242	RAB11FIP4	J3QLM3
ENSG00000131242	RAB11FIP4	K7EMK3
ENSG00000131242	RAB11FIP4	Q86YS3
ENSG00000131242	RAB11FIP4	J3QKR9
ENSG00000121270	ABCC11	H3BRJ2
ENSG00000121270	ABCC11	Q96J66
ENSG00000121270	ABCC11	A0A024R6R9
ENSG00000121270	ABCC11	A0A024R6Q6
ENSG00000139613	SMARCC2	Q8TAQ2
ENSG00000139613	SMARCC2	F8VXC8
ENSG00000139613	SMARCC2	A0A024RB22
ENSG00000139613	SMARCC2	F8VZW6
ENSG00000145736	GTF2H2	D6RAW1
ENSG00000145736	GTF2H2	Q13888
ENSG00000145736	GTF2H2	D6RGC9
ENSG00000145736	GTF2H2	R4GMV2
ENSG00000144681	STAC	F8WB25
ENSG00000144681	STAC	C9J3Z9
ENSG00000144681	STAC	Q99469
ENSG00000144681	STAC	E9PEA7
ENSG00000189042	ZNF567	F8WEL6
ENSG00000189042	ZNF567	Q8N184
ENSG00000189042	ZNF567	K7ESK1
ENSG00000189042	ZNF567	K7EMD5
ENSG00000188848	BEND4	Q6ZU67
ENSG00000188848	BEND4	A0A0C4DGA9
ENSG00000178343	SHISA3	A0PJX4
ENSG00000048649	RSF1	Q96T23
ENSG00000048649	RSF1	H0YER1
ENSG00000048649	RSF1	H0YCN2
ENSG00000048649	RSF1	H0YDG9
ENSG00000274512	TBC1D3L	B9A6J9
ENSG00000274512	TBC1D3L	A0A0G2JP35
ENSG00000272333	KMT2B	Q9UMN6
ENSG00000272333	KMT2B	A0A669KBI7
ENSG00000272333	KMT2B	A0A669KB23
ENSG00000215203	GRXCR1	A8MXD5
ENSG00000185477	GPRIN3	Q6ZVF9
ENSG00000249715	FER1L5	A0A286YFD1
ENSG00000249715	FER1L5	A0AVI2
ENSG00000188112	C6orf132	Q5T0Z8
ENSG00000134248	LAMTOR5	O43504
